city,lat,lng,STATE,population,id
Candler-McAfee,33.7267,-84.2723,GA,24204,1840073846
Pooler,32.1043,-81.2568,GA,23816,1840014914
Sugar Hill,34.1081,-84.056,GA,23180,1840015615
Griffin,33.2418,-84.2747,GA,22770,1840013776
Acworth,34.0565,-84.6709,GA,22698,1840013688
Union City,33.5942,-84.5628,GA,21370,1840015610
Dublin,32.5359,-82.9279,GA,20493,1840013813
Forest Park,33.6209,-84.359,GA,19823,1840013750
Snellville,33.8561,-84.0038,GA,19738,1840015614
Suwanee,34.0507,-84.0687,GA,19549,1840015616
Cornelia,34.5169,-83.531,GA,19046,1840014661
Moultrie,31.1591,-83.7708,GA,18536,1840014977
North Druid Hills,33.8186,-84.3254,GA,18288,1840029449
Fayetteville,33.45,-84.4709,GA,17802,1840013755
Lithia Springs,33.7811,-84.6486,GA,17772,1840013740
Americus,32.0736,-84.2249,GA,17266,1840013841
Kingsland,30.8193,-81.7219,GA,17077,1840014991
North Decatur,33.8073,-84.2889,GA,16944,1840013704
Norcross,33.9379,-84.2065,GA,16845,1840014744
Perry,32.4718,-83.728,GA,16684,1840014885
Riverdale,33.5639,-84.4103,GA,16439,1840014815
Monroe,33.799,-83.716,GA,16153,1840014786
Conyers,33.6645,-83.9967,GA,16015,1840014806
Belvedere Park,33.7488,-84.2598,GA,15952,1840013699
Fairburn,33.5496,-84.5914,GA,15520,1840013662
Villa Rica,33.7305,-84.917,GA,15345,1840015679
Wilmington Island,32.0036,-80.9752,GA,15329,1840029461
Powder Springs,33.866,-84.6839,GA,15052,1840014755
College Park,33.6364,-84.464,GA,14959,1840014737
Buford,34.1187,-83.9915,GA,14868,1840013678
St. Simons,31.1774,-81.3857,GA,14261,1840013874
Grovetown,33.4504,-82.2073,GA,14109,1840013748
Covington,33.6049,-83.8465,GA,14044,1840014808
Douglas,31.5065,-82.8543,GA,13960,1840014946
Druid Hills,33.7843,-84.3273,GA,13895,1840013092
Thomaston,32.8908,-84.3272,GA,13764,1840015776
Rincon,32.2945,-81.2354,GA,13572,1840018091
Vidalia,32.2125,-82.4019,GA,13456,1840015820
Dallas,33.9153,-84.8416,GA,13237,1840014757
Georgetown,31.9849,-81.226,GA,13171,1840134450
Cedartown,34.0225,-85.248,GA,12744,1840014752
Lilburn,33.8887,-84.1379,GA,12700,1840015613
Vinings,33.8608,-84.4686,GA,12635,1840013687
Richmond Hill,31.9012,-81.3126,GA,12632,1840014913
Jefferson,34.1371,-83.6022,GA,12330,1840014723
Jesup,31.5991,-81.8898,GA,12090,1840014943
Loganville,33.8353,-83.8957,GA,12062,1840015656
Cordele,31.9563,-83.7695,GA,11947,1840014934
Holly Springs,34.1686,-84.4843,GA,11935,1840014704
Bainbridge,30.9046,-84.5722,GA,11558,1840013899
Fitzgerald,31.7135,-83.2515,GA,11211,1840013855
Folkston,30.8392,-82.0073,GA,11138,1840013903
Braselton,34.1087,-83.8124,GA,10947,1840015596
Panthersville,33.7059,-84.2764,GA,10883,1840013705
Toccoa,34.5807,-83.3256,GA,10647,1840015551
Doraville,33.9072,-84.2711,GA,10540,1840014778
Summerville,34.4788,-85.3491,GA,10478,1840015554
Cusseta,32.347,-84.787,GA,10343,1840029395
Scottdale,33.795,-84.2634,GA,10217,1840013700
Fort Oglethorpe,34.9318,-85.246,GA,9831,1840013554
Fort Valley,32.5522,-83.8817,GA,9515,1840013819
Cairo,30.879,-84.205,GA,9244,1840013900
Fair Oaks,33.9193,-84.5444,GA,9159,1840013091
Garden City,32.0867,-81.1773,GA,8970,1840013839
Gresham Park,33.7053,-84.3155,GA,8772,1840029454
Port Wentworth,32.1942,-81.1984,GA,8534,1840014915
McRae-Helena,32.0635,-82.8968,GA,8368,1840043457
Thomson,33.4666,-82.4992,GA,8309,1840015703
Irondale,33.4773,-84.36,GA,8244,1840029456
Country Club Estates,31.2113,-81.4622,GA,8176,1840029452
Dock Junction,31.2031,-81.5156,GA,7815,1840029453
Rockmart,34.0103,-85.0441,GA,7772,1840014753
Hampton,33.3835,-84.2854,GA,7732,1840013751
Centerville,32.6341,-83.6854,GA,7716,1840014884
Swainsboro,32.5866,-82.3345,GA,7684,1840015787
Auburn,34.0157,-83.8319,GA,7622,1840013680
Flowery Branch,34.1713,-83.9142,GA,7477,1840013611
Morrow,33.5816,-84.3392,GA,7473,1840014814
LaFayette,34.7089,-85.2814,GA,7444,1840014656
Tyrone,33.4752,-84.5941,GA,7336,1840016845
Austell,33.8202,-84.6452,GA,7215,1840013689
Fairview,34.9296,-85.294,GA,7099,1840013084
Commerce,34.2127,-83.4729,GA,6965,1840014720
Adel,31.1271,-83.4232,GA,6964,1840013879
Barnesville,33.0508,-84.1527,GA,6908,1840013783
Whitemarsh Island,32.0304,-81.0109,GA,6896,1840029460
Lovejoy,33.4426,-84.3176,GA,6849,1840015704
Bremen,33.7086,-85.1498,GA,6725,1840013715
Locust Grove,33.3436,-84.1066,GA,6715,1840015705
Hapeville,33.6609,-84.4093,GA,6581,1840013663
Camilla,31.2337,-84.2089,GA,6511,1840013877
Dahlonega,34.5302,-83.9796,GA,6432,1840014672
Stone Mountain,33.8034,-84.1724,GA,6368,1840015645
Sylvester,31.53,-83.8338,GA,6350,1840015855
Cumming,34.2064,-84.1337,GA,6284,1840014712
Eastman,32.1973,-83.1712,GA,6220,1840013829
Dacula,33.9815,-83.8951,GA,6190,1840014743
Montezuma,32.2997,-84.0246,GA,6138,1840014898
Cochran,32.3875,-83.3523,GA,6024,1840014890
Conley,33.6398,-84.3376,GA,5994,1840013096
Hartwell,34.3497,-82.929,GA,5883,1840013614
Wrightsville,32.7265,-82.7197,GA,5750,1840015789
Baxley,31.7642,-82.3508,GA,5578,1840013850
Waynesboro,33.0909,-82.0146,GA,5574,1840015742
Lakeview,34.9777,-85.2539,GA,5546,1840013553
Elberton,34.1064,-82.8706,GA,5515,1840013651
Jackson,33.292,-83.9678,GA,5271,1840014836
Forsyth,33.0347,-83.938,GA,5173,1840013784
Byron,32.6475,-83.754,GA,5170,1840013820
Springfield,32.3641,-81.3078,GA,5072,1840015803
Cleveland,34.5971,-83.7622,GA,5025,1840014665
Skidaway Island,31.9372,-81.0449,GA,8236,1840029458
Sandersville,32.9827,-82.8089,GA,6867,1840015746
Jasper,34.4709,-84.4496,GA,6206,1840014687
Honolulu,21.3294,-157.846,HI,833671,1840013305
Waipahu,21.3858,-158.0103,HI,41715,1840023258
Kaneohe,21.4062,-157.7904,HI,34123,1840029498
Mililani Town,21.4465,-158.0147,HI,28343,1840023249
Ewa Gentry,21.3344,-158.0262,HI,24181,1840029577
Makakilo,21.3591,-158.0813,HI,20615,1840137080
Schofield Barracks,21.4936,-158.0617,HI,20229,1840075052
Wahiawa,21.5004,-158.0198,HI,17555,1840029550
Ewa Beach,21.3181,-158.0073,HI,15047,1840029470
Halawa,21.3754,-157.9185,HI,14335,1840029579
Ocean Pointe,21.3145,-158.0289,HI,13579,1840039242
Waimalu,21.3913,-157.9345,HI,13158,1840029588
Waipio,21.4143,-157.9966,HI,11607,1840029589
Maili,21.4134,-158.1702,HI,10190,1840029522
Aiea,21.3865,-157.9232,HI,9332,1840029469
Ewa Villages,21.3418,-158.039,HI,8087,1840029578
Waikele,21.4025,-158.0058,HI,7446,1840039259
Waipio Acres,21.4689,-158.0173,HI,5432,1840029562
East Honolulu,21.2975,-157.7211,HI,47868,1840039181
Pearl City,21.4031,-157.9566,HI,46259,1840023251
Hilo,19.6886,-155.0864,HI,45703,1840023193
Kailua,21.392,-157.7396,HI,38088,1840023244
Kahului,20.8715,-156.4603,HI,30706,1840023232
Kihei,20.7653,-156.4454,HI,22220,1840029507
Kapolei,21.3403,-158.0665,HI,21086,1840025211
Mililani Mauka,21.4756,-157.9947,HI,20393,1840039224
Wailuku,20.8834,-156.5059,HI,16995,1840023239
Royal Kunia,21.4053,-158.0318,HI,14396,1840137108
Waianae,21.4569,-158.1759,HI,13636,1840029552
Lahaina,20.8848,-156.6618,HI,13223,1840023234
Waimea,20.0124,-155.6378,HI,12064,1840137122
Nanakuli,21.3892,-158.1445,HI,11757,1840029531
Hawaiian Paradise Park,19.5828,-154.9693,HI,11564,1840029582
Kaneohe Station,21.4451,-157.7515,HI,11198,1840075025
Kalaoa,19.7369,-156.0122,HI,11107,1840029493
Kapaa,22.091,-159.352,HI,10505,1840029499
Waihee-Waiehu,20.9188,-156.5063,HI,9017,1840037549
Hickam Housing,21.3311,-157.9475,HI,8931,1840075009
Makaha,21.4735,-158.2103,HI,8832,1840029523
Holualoa,19.6238,-155.9269,HI,8732,1840029482
Pukalani,20.8329,-156.3415,HI,8340,1840029545
Ahuimanu,21.4379,-157.8404,HI,8085,1840029468
Napili-Honokowai,20.9767,-156.6646,HI,7311,1840075038
Lihue,21.9728,-159.3541,HI,7064,1840029519
Makawao,20.848,-156.319,HI,6832,1840023236
Waimanalo,21.3421,-157.7303,HI,6578,1840029558
Wailua Homesteads,22.065,-159.3771,HI,6212,1840029591
Laie,21.6443,-157.928,HI,6168,1840029514
Wailea,20.6873,-156.4291,HI,5602,1840025210
Kalaheo,21.9159,-159.5236,HI,5416,1840029492
Hanamaulu,21.9954,-159.3493,HI,5386,1840029477
Kula,20.7706,-156.3284,HI,7520,1840039188
Haiku-Pauwela,20.9156,-156.3022,HI,7420,1840074990
Waikoloa Village,19.9285,-155.8185,HI,6014,1840029587
Hawaiian Beaches,19.5423,-154.9223,HI,5302,1840029580
Boise,43.6007,-116.2312,ID,385218,1840027142
Nampa,43.5843,-116.5628,ID,173863,1840020041
Coeur d'Alene,47.704,-116.7933,ID,112935,1840018402
Meridian,43.6112,-116.3968,ID,99926,1840020046
Idaho Falls,43.4872,-112.0363,ID,97548,1840018644
Pocatello,42.8716,-112.4652,ID,71020,1840013376
Caldwell,43.6454,-116.6599,ID,54660,1840018641
Twin Falls,42.5648,-114.4617,ID,54455,1840021301
Lewiston,46.3934,-116.9934,ID,53436,1840019897
Post Falls,47.7203,-116.9396,ID,33290,1840019811
Rexburg,43.8222,-111.7924,ID,29859,1840020037
Eagle,43.7223,-116.3861,ID,26089,1840018642
Moscow,46.7307,-116.9986,ID,25579,1840019868
Kuna,43.4863,-116.3982,ID,19230,1840020047
Mountain Home,43.1325,-115.697,ID,16552,1840020017
Burley,42.5379,-113.7928,ID,16175,1840018683
Ammon,43.4746,-111.9568,ID,15540,1840018643
Blackfoot,43.194,-112.3455,ID,15382,1840018650
Chubbuck,42.9226,-112.4704,ID,14869,1840018667
Hayden,47.7679,-116.8039,ID,14693,1840019808
Sandpoint,48.2822,-116.5613,ID,12349,1840021064
Garden City,43.6526,-116.2743,ID,11890,1840020045
Jerome,42.7183,-114.5159,ID,11638,1840018680
Hailey,43.5141,-114.3,ID,10875,1840020028
Emmett,43.8685,-116.489,ID,9573,1840020000
Star,43.7018,-116.4939,ID,9009,1840021279
Rigby,43.6735,-111.9126,ID,8987,1840020020
Rathdrum,47.7995,-116.8908,ID,7932,1840019812
Middleton,43.7116,-116.6153,ID,7439,1840020040
Payette,44.0789,-116.9256,ID,7434,1840020015
Rupert,42.6189,-113.674,ID,6643,1840020066
Weiser,44.2547,-116.9689,ID,5513,1840021250
Fruitland,44.0196,-116.9222,ID,5234,1840020013
Chicago,41.8373,-87.6862,IL,8675982,1840000494
Rockford,42.2598,-89.0641,IL,285562,1840009132
Round Lake Beach,42.379,-88.0811,IL,284607,1840011171
Peoria,40.7521,-89.6155,IL,262010,1840009373
Aurora,41.7637,-88.2901,IL,200965,1840007034
Springfield,39.771,-89.6537,IL,159394,1840009517
Champaign,40.1144,-88.2735,IL,156794,1840007239
Joliet,41.5189,-88.1499,IL,148462,1840008192
Naperville,41.7483,-88.1657,IL,147682,1840008143
Bloomington,40.4757,-88.9703,IL,134892,1840007207
Elgin,42.0385,-88.3229,IL,112456,1840008134
Cicero,41.8445,-87.7593,IL,82552,1840009186
Evanston,42.0463,-87.6942,IL,74756,1840008129
Skokie,42.036,-87.74,IL,63978,1840011321
Oak Lawn,41.7139,-87.7528,IL,56087,1840011306
Berwyn,41.8433,-87.7909,IL,55550,1840007027
Oak Park,41.8872,-87.7899,IL,52261,1840011307
Hanover Park,41.9818,-88.1447,IL,37982,1840011251
Park Ridge,42.0125,-87.8436,IL,37494,1840009183
Glendale Heights,41.9196,-88.0785,IL,34058,1840011406
Burbank,41.7444,-87.7686,IL,28793,1840007022
Melrose Park,41.9029,-87.8642,IL,25197,1840011296
Elmwood Park,41.9225,-87.8163,IL,24537,1840011272
Maywood,41.8798,-87.8442,IL,23640,1840011294
Blue Island,41.6578,-87.6812,IL,23361,1840007028
Evergreen Park,41.7213,-87.7013,IL,19542,1840011273
Bellwood,41.8829,-87.8762,IL,19019,1840011248
Brookfield,41.8245,-87.847,IL,18694,1840010142
La Grange,41.8072,-87.8741,IL,15581,1840011255
Midlothian,41.6254,-87.7243,IL,14634,1840011298
Norridge,41.9637,-87.8231,IL,14437,1840011302
Chicago Ridge,41.7034,-87.7795,IL,14186,1840010146
Forest Park,41.8683,-87.8157,IL,13951,1840011276
La Grange Park,41.8308,-87.8723,IL,13433,1840011256
Summit,41.7877,-87.8146,IL,11278,1840011329
Boulder Hill,41.7112,-88.3353,IL,8973,1840004821
Harwood Heights,41.9663,-87.8057,IL,8505,1840011252
Calumet Park,41.665,-87.6578,IL,7757,1840010145
Park City,42.3522,-87.8915,IL,7513,1840009133
Orland Hills,41.5905,-87.8413,IL,7152,1840011309
Highwood,42.206,-87.8129,IL,5325,1840006974
Decatur,39.8556,-88.9337,IL,88997,1840007269
Waukegan,42.3697,-87.8716,IL,87729,1840010113
Alton,38.9033,-90.1523,IL,80462,1840007424
Kankakee,41.102,-87.8643,IL,78001,1840008260
Arlington Heights,42.0956,-87.9825,IL,75634,1840011243
Bolingbrook,41.6903,-88.1019,IL,75201,1840011482
Schaumburg,42.0307,-88.0838,IL,74184,1840011319
Palatine,42.1181,-88.043,IL,68644,1840011311
Carbondale,37.722,-89.2238,IL,67807,1840007560
DeKalb,41.9314,-88.7482,IL,67500,1840007033
Orland Park,41.6075,-87.8619,IL,58765,1840011310
Des Plaines,42.0344,-87.9008,IL,58193,1840007032
Tinley Park,41.567,-87.805,IL,56668,1840011331
Normal,40.522,-88.9877,IL,54284,1840009401
Mount Prospect,42.0641,-87.9375,IL,53930,1840011300
Wheaton,41.8561,-88.1083,IL,53373,1840010166
Hoffman Estates,42.0639,-88.1468,IL,51567,1840011263
Downers Grove,41.7949,-88.017,IL,49540,1840011404
Danville,40.1423,-87.6114,IL,48518,1840007235
Glenview,42.0825,-87.8216,IL,47659,1840011280
Elmhurst,41.8973,-87.9432,IL,46662,1840008142
Quincy,39.9335,-91.3798,IL,44860,1840009466
Plainfield,41.6205,-88.226,IL,43926,1840011495
Lombard,41.8741,-88.0157,IL,43745,1840011402
Moline,41.4821,-90.4919,IL,42231,1840008181
Urbana,40.1106,-88.1972,IL,41989,1840010451
Belleville,38.5165,-89.99,IL,41649,1840007486
Buffalo Grove,42.1674,-87.9616,IL,41226,1840010143
Bartlett,41.9803,-88.207,IL,41149,1840011246
Crystal Lake,42.2332,-88.3349,IL,40421,1840006969
Carol Stream,41.9182,-88.1308,IL,39989,1840010169
Streamwood,42.0208,-88.1778,IL,39978,1840011328
Romeoville,41.6319,-88.0996,IL,39632,1840011489
Wheeling,42.1308,-87.924,IL,38562,1840011334
Carpentersville,42.1227,-88.2895,IL,38162,1840010149
Rock Island,41.4699,-90.5827,IL,38110,1840009233
Addison,41.9314,-88.0085,IL,36820,1840010171
Calumet City,41.6134,-87.5505,IL,36633,1840007023
Oswego,41.6834,-88.3372,IL,34833,1840011508
Galesburg,40.9506,-90.3763,IL,34406,1840008277
Woodridge,41.7368,-88.0408,IL,33598,1840011411
Northbrook,42.1292,-87.8353,IL,33400,1840011304
Elk Grove Village,42.0061,-87.9929,IL,32776,1840011271
Pekin,40.5677,-89.6263,IL,32731,1840009402
St. Charles,41.9193,-88.311,IL,32714,1840009190
Mundelein,42.2692,-88.0101,IL,31385,1840011175
Algonquin,42.1629,-88.3158,IL,31017,1840010110
Gurnee,42.3708,-87.9392,IL,30767,1840011152
Peru,41.349,-89.1368,IL,30611,1840009273
Chicago Heights,41.5101,-87.6347,IL,29901,1840007024
North Chicago,42.3172,-87.8596,IL,29842,1840008086
Highland Park,42.1823,-87.8105,IL,29767,1840006973
Niles,42.0279,-87.81,IL,29482,1840011301
O'Fallon,38.5976,-89.9156,IL,29272,1840008632
Lake in the Hills,42.1913,-88.3478,IL,28936,1840011129
Granite City,38.7295,-90.1263,IL,28746,1840008565
Glen Ellyn,41.8667,-88.0629,IL,28045,1840011405
Lansing,41.5648,-87.5462,IL,27962,1840011257
Sterling,41.7997,-89.6952,IL,27695,1840009200
Oak Forest,41.6055,-87.7527,IL,27685,1840008132
Wilmette,42.077,-87.7282,IL,27418,1840011316
Huntley,42.16,-88.433,IL,27207,1840011134
West Chicago,41.896,-88.2252,IL,27182,1840010165
McHenry,42.3388,-88.2931,IL,26911,1840008085
East St. Louis,38.6156,-90.1304,IL,26662,1840008629
New Lenox,41.5097,-87.97,IL,26575,1840011493
Batavia,41.8479,-88.3109,IL,26563,1840007035
Vernon Hills,42.234,-87.9607,IL,26253,1840011181
Woodstock,42.3103,-88.4357,IL,25833,1840010107
Lockport,41.5904,-88.0293,IL,25434,1840009256
Belvidere,42.2544,-88.8649,IL,25181,1840006971
Edwardsville,38.7922,-89.9881,IL,24967,1840008564
Harvey,41.6076,-87.6521,IL,24908,1840007029
Westmont,41.7948,-87.9742,IL,24756,1840011414
Collinsville,38.6769,-90.0059,IL,24703,1840007423
Homer Glen,41.6044,-87.9497,IL,24591,1840011483
Freeport,42.2892,-89.6348,IL,24412,1840008083
Rolling Meadows,42.0747,-88.0253,IL,23988,1840009185
Zion,42.4598,-87.8509,IL,23952,1840010114
Loves Park,42.3365,-88.9975,IL,23387,1840009130
Morton Grove,42.0423,-87.789,IL,23142,1840011299
Lisle,41.7922,-88.0883,IL,22912,1840011401
Roselle,41.9807,-88.0862,IL,22794,1840011407
Dolton,41.6284,-87.5979,IL,22793,1840011269
Braidwood,41.2696,-88.2234,IL,22791,1840007090
East Peoria,40.6734,-89.5419,IL,22739,1840008327
Machesney Park,42.3666,-89.0266,IL,22733,1840011123
South Elgin,41.9906,-88.3134,IL,22549,1840013564
Darien,41.7447,-87.9823,IL,22061,1840007045
Bloomingdale,41.9497,-88.0895,IL,22016,1840011399
Geneva,41.8833,-88.3242,IL,22010,1840008135
Villa Park,41.8864,-87.9779,IL,21836,1840011412
South Holland,41.5977,-87.6022,IL,21732,1840011324
Park Forest,41.4817,-87.6868,IL,21682,1840011313
Jacksonville,39.7292,-90.2316,IL,21512,1840008438
Crest Hill,41.5724,-88.1128,IL,21175,1840007088
East Moline,41.5199,-90.388,IL,21109,1840008180
Charleston,39.4842,-88.1775,IL,20968,1840007324
Grayslake,42.3402,-88.0338,IL,20957,1840011150
Libertyville,42.287,-87.967,IL,20490,1840011161
Mokena,41.5324,-87.8779,IL,20293,1840011491
Ottawa,41.3532,-88.8307,IL,19967,1840009272
Lake Zurich,42.1955,-88.087,IL,19903,1840011160
Montgomery,41.7237,-88.3631,IL,19701,1840011350
Lake Forest,42.238,-87.8596,IL,19612,1840008087
Matteson,41.5095,-87.7468,IL,19418,1840011293
Yorkville,41.6561,-88.4508,IL,19388,1840010216
Homewood,41.5591,-87.661,IL,19089,1840011264
Alsip,41.6701,-87.7368,IL,19079,1840010147
Frankfort,41.4887,-87.836,IL,19009,1840011486
Deerfield,42.1654,-87.8516,IL,18946,1840011167
Macomb,40.4721,-90.6818,IL,18889,1840009411
Round Lake,42.3436,-88.1058,IL,18444,1840011170
Bourbonnais,41.1831,-87.8781,IL,18420,1840011692
Bensenville,41.9595,-87.9434,IL,18330,1840011398
Mattoon,39.4774,-88.3627,IL,18293,1840008449
North Aurora,41.8083,-88.3413,IL,18245,1840011351
Sycamore,41.995,-88.6812,IL,18022,1840009187
Franklin Park,41.936,-87.8794,IL,18012,1840011278
Cary,42.2128,-88.2491,IL,17885,1840010109
Marion,37.7171,-88.9275,IL,17762,1840008712
Hinsdale,41.8005,-87.9273,IL,17705,1840011403
Godfrey,38.9581,-90.2156,IL,17650,1840012796
Lincoln,40.1509,-89.3721,IL,17360,1840009447
Palos Hills,41.6986,-87.8266,IL,17358,1840009182
Shorewood,41.5175,-88.2149,IL,17249,1840011496
Lemont,41.6697,-87.9828,IL,17075,1840011258
Streator,41.1242,-88.8295,IL,17050,1840009271
Morris,41.3748,-88.4301,IL,16834,1840008243
Washington,40.7048,-89.4345,IL,16811,1840010377
Fairview Heights,38.5974,-90.0052,IL,16588,1840008630
Country Club Hills,41.5638,-87.725,IL,16564,1840007025
Centralia,38.5224,-89.1233,IL,16525,1840007465
Westchester,41.8492,-87.8906,IL,16461,1840011332
Bridgeview,41.7402,-87.8067,IL,16335,1840010140
Morton,40.6137,-89.4668,IL,16301,1840011991
Dixon,41.8439,-89.4788,IL,16288,1840007051
Prospect Heights,42.1039,-87.9267,IL,16180,1840009184
Mount Vernon,38.314,-88.9174,IL,15672,1840008654
Bradley,41.1643,-87.8451,IL,15344,1840011693
Lindenhurst,42.4175,-88.0257,IL,14467,1840011163
Antioch,42.4742,-88.0721,IL,14235,1840010115
Cahokia,38.5649,-90.1792,IL,14151,1840010781
Effingham,39.1207,-88.5509,IL,14092,1840008545
Beach Park,42.4261,-87.8584,IL,13995,1840011149
Canton,40.5632,-90.0409,IL,13972,1840007212
Hickory Hills,41.7248,-87.8281,IL,13950,1840007030
Rantoul,40.3031,-88.1549,IL,13884,1840012227
Hazel Crest,41.5732,-87.6899,IL,13837,1840011260
Wood Dale,41.9665,-87.9808,IL,13798,1840010167
Wauconda,42.2748,-88.1359,IL,13737,1840011184
Swansea,38.5507,-89.9859,IL,13518,1840012880
Richton Park,41.4822,-87.7352,IL,13505,1840011283
Western Springs,41.8022,-87.9006,IL,13479,1840011333
Riverdale,41.644,-87.6366,IL,13352,1840011286
Warrenville,41.821,-88.1857,IL,13269,1840010164
Shiloh,38.5534,-89.916,IL,13090,1840012877
Taylorville,39.5328,-89.2804,IL,13014,1840009547
Glen Carbon,38.7579,-89.9832,IL,12985,1840012795
Mahomet,40.1885,-88.3903,IL,12941,1840012232
Herrin,37.7984,-89.0304,IL,12880,1840007576
Justice,41.7495,-87.8345,IL,12836,1840011253
Channahon,41.4211,-88.2593,IL,12805,1840010214
Chatham,39.6729,-89.6957,IL,12624,1840010560
Markham,41.6,-87.6905,IL,12538,1840008130
Lincolnwood,42.0054,-87.7329,IL,12483,1840011259
Winnetka,42.1064,-87.7421,IL,12480,1840011317
Kewanee,41.2399,-89.9264,IL,12416,1840008206
Palos Heights,41.6637,-87.7959,IL,12403,1840009181
Northlake,41.9143,-87.9054,IL,12364,1840008131
Pontiac,40.8881,-88.6414,IL,12196,1840009352
Schiller Park,41.9586,-87.8693,IL,11640,1840011320
Plano,41.6757,-88.5294,IL,11588,1840009258
Highland,38.7602,-89.681,IL,11421,1840007425
Minooka,41.4507,-88.2792,IL,11307,1840011618
Campton Hills,41.9498,-88.4167,IL,11282,1840000495
River Forest,41.895,-87.8194,IL,11132,1840011284
Rochelle,41.9194,-89.0634,IL,10849,1840009179
Crestwood,41.6454,-87.7397,IL,10846,1840011267
Burr Ridge,41.7485,-87.9199,IL,10818,1840010168
Worth,41.6877,-87.7916,IL,10661,1840011318
Lyons,41.8121,-87.8192,IL,10585,1840011292
Fox Lake,42.4238,-88.1843,IL,10554,1840011168
Roscoe,42.4252,-89.0085,IL,10505,1840011122
Sauk Village,41.4907,-87.5702,IL,10452,1840011290
Barrington,42.1515,-88.1281,IL,10297,1840011244
Columbia,38.4581,-90.2156,IL,10274,1840007502
Wood River,38.8632,-90.0774,IL,10263,1840010711
Troy,38.7268,-89.8974,IL,10176,1840010709
Waterloo,38.3402,-90.1538,IL,10135,1840010803
River Grove,41.9243,-87.8379,IL,10093,1840011285
Gages Lake,42.3519,-87.9828,IL,10042,1840004638
Sugar Grove,41.7758,-88.448,IL,9830,1840011355
Winfield,41.8776,-88.1506,IL,9685,1840011410
Harvard,42.4297,-88.6212,IL,9659,1840006970
Itasca,41.9773,-88.0182,IL,9416,1840011400
Steger,41.4723,-87.6183,IL,9411,1840011325
Flossmoor,41.5391,-87.6857,IL,9332,1840011274
Bethalto,38.9014,-90.0467,IL,9327,1840012789
Monmouth,40.9142,-90.642,IL,9293,1840008283
Lynwood,41.5234,-87.5508,IL,9279,1840011291
Frankfort Square,41.5221,-87.8033,IL,9205,1840029897
Murphysboro,37.7679,-89.3321,IL,9173,1840008701
Harrisburg,37.7374,-88.5457,IL,9168,1840007570
LaSalle,41.3575,-89.0718,IL,9120,1840029891
Manteno,41.2471,-87.8457,IL,9021,1840011703
Olney,38.7285,-88.0838,IL,9002,1840009783
Rock Falls,41.7724,-89.6928,IL,8911,1840009202
Glencoe,42.1347,-87.7641,IL,8900,1840011279
Glenwood,41.5412,-87.6119,IL,8880,1840011281
Jerseyville,39.118,-90.3276,IL,8777,1840008530
Riverside,41.831,-87.8169,IL,8742,1840011287
Lake Villa,42.4184,-88.0836,IL,8716,1840011159
Clarendon Hills,41.798,-87.9569,IL,8712,1840010170
West Frankfort,37.8997,-88.9301,IL,8703,1840010833
Willowbrook,41.7635,-87.9456,IL,8521,1840011409
Paris,39.6148,-87.6905,IL,8431,1840009542
Hawthorn Woods,42.2313,-88.0623,IL,8412,1840011154
Chester,37.92,-89.826,IL,8378,1840007529
Savoy,40.0602,-88.2553,IL,8272,1840012236
Clinton,40.1468,-88.9633,IL,8200,1840007255
Pingree Grove,42.0857,-88.4362,IL,8165,1840011352
Crete,41.4399,-87.6231,IL,8165,1840011484
Island Lake,42.2784,-88.1999,IL,8116,1840011155
Oak Brook,41.8372,-87.9512,IL,8077,1840011408
Gilberts,42.1096,-88.3716,IL,8073,1840011348
Hillside,41.8674,-87.9019,IL,8043,1840011261
Long Grove,42.1968,-88.0057,IL,8026,1840011164
Princeton,41.3809,-89.4648,IL,7961,1840009276
Salem,38.6278,-88.9579,IL,7954,1840009789
Maryville,38.7261,-89.9645,IL,7900,1840012801
Mascoutah,38.5191,-89.8045,IL,7886,1840008631
Broadview,41.8584,-87.8562,IL,7781,1840010141
Manhattan,41.4274,-87.9802,IL,7776,1840011490
Round Lake Park,42.3308,-88.0749,IL,7704,1840011173
South Beloit,42.4821,-89.0247,IL,7673,1840009131
Benton,38.011,-88.9179,IL,7642,1840007543
Robinson,39.0089,-87.7333,IL,7628,1840009691
Marengo,42.2312,-88.6153,IL,7576,1840008084
Silvis,41.4975,-90.4101,IL,7571,1840009232
Inverness,42.1152,-88.1019,IL,7508,1840011266
Rockton,42.45,-89.0631,IL,7473,1840011121
Sandwich,41.6496,-88.6177,IL,7387,1840009188
West Dundee,42.0984,-88.3072,IL,7352,1840011357
Lincolnshire,42.1957,-87.9182,IL,7336,1840011162
Vandalia,38.9754,-89.1117,IL,7277,1840010693
Lawrenceville,38.7263,-87.6874,IL,7161,1840008606
Hillsboro,39.167,-89.4735,IL,7062,1840007364
University Park,41.446,-87.7154,IL,7006,1840029849
Mount Carmel,38.4187,-87.7694,IL,6987,1840008643
Mendota,41.5553,-89.1042,IL,6929,1840008199
Litchfield,39.1963,-89.6288,IL,6810,1840009601
Byron,42.1273,-89.2622,IL,6783,1840007021
Winthrop Harbor,42.4805,-87.8293,IL,6745,1840011178
Greenville,38.8866,-89.3893,IL,6738,1840008563
Stickney,41.8183,-87.773,IL,6694,1840011326
North Riverside,41.8461,-87.8263,IL,6564,1840011303
Geneseo,41.4507,-90.154,IL,6477,1840008205
Genoa,42.0929,-88.6966,IL,6446,1840008133
